Rank,Name,Tags,Rating
5810,TwinBee Paradise,no synopsi yet - check back soon! yoshihirotakamoto action comedi sci fi base on a video game 1999 ova lowrank,3.46
5811,Kiratto Pri-chan,"prichan is a channel where anyon can becom an idol! everi girl dream about produc her own sparkling, excit channel and becom a popular prichan idol! first-year at kirarigaoka middl school, momoyama mirai and moegi emo, end up make their own prichan debut out of a feel of rivalri toward their classmate, the prichan idol akagi anna. bring the knowledg straight-a student aoba rinka into their group, they begin to craft their new channel while dream about becom prichan idols! hiroshiikehata famili friendli fashion idol music showbiz base on a video game 2018 longseri lowrank",3.46
5812,Mitchie M: News 39,no synopsi yet - check back soon! mitchiem vocaloid 2015 movi lowrank,3.46
5813,Yorushika: Hitchcock,no synopsi yet - check back soon! sui abstract 2018 movi lowrank,3.46
5814,Uchitama?! Have you seen my Tama?,"in a citi somewher in japan, there’ a flyer often seen on third street with a pictur of a cat with a kink tail, bear the words: “have you seen tama?” a young boy gaze at the flyer, but he ha fluffi ear on hi head…!? watch the dog and cat from third street take on a human form and get up to some mischief. kiyoshimatsuda slice of life anim characterist anthropomorph cat dog iyashikei noitamina non-human protagonist pet 2020 miniseri lowrank",3.46
5815,Little Twins: Bokura no Natsu ga Tondeiku,no synopsi yet - check back soon! yorifusayamaguchi adventur fantasi famili friendli 1992 movi lowrank,3.46
5817,Hitoshizuku-P x Yama△: Shikiori no Hane,no synopsi yet - check back soon! hitoshizuku-p vocaloid 2014 movi lowrank,3.46
5818,Yi Shijie Zhongyao Pu,no synopsi yet - check back soon! yugong fantasi chines anim short episod base on a manga cg anim 2020 longseri lowrank,3.46
5819,Neru: I~ya i~ya i~ya,no synopsi yet - check back soon! neru vocaloid 2017 movi lowrank,3.46
5821,Tsukiuta. The Animation 2,second season of\xa0tsukiuta. the animation. yukionishimoto anthropomorph base on a song idol music showbiz 2020 miniseri lowrank,3.46
5823,Be Forever Yamato,the black nebula empir attack earth and threaten to blow up the planet with a bomb they place on earth if counter attacked. earth hope rest on the yamato crew as they go to the black nebula planet and tri to find a way to difus the bomb befor it too late. leijimatsumoto action adventur drama sci fi leijivers origin work 1980 movi lowrank,3.46
5824,Altered Carbon: Resleeved,"on the planet latimar, takeshi kovac must protect a tattooist while investig the death of a yakuza boss alongsid a no-nonsens ctac. yoshiyukiokuda action sci fi gang yakuza base on a novel cg anim nudity, violenc 2020 movi lowrank",3.46
5825,Pokemon Movie 3: Spell of the Unown,"molli is a young girl who is fascin by her archaeologist father stori of legendari pokemon - especi the regal entei. but when her father vanishes, molli is left alone; and her grief caus her to accident summon the mysteri unown, who subsequ transform the castl and surround land into a crystallin wasteland. onc ash mother is kidnap by entei to be a surrog mother to molly, he and the gang must make their way to the castl to save both her and molli alik from the grip of the unown... kunihikoyuyama fantasi element power famili friendli monster base on a video game 2000 movi lowrank",3.46
5826,"Hensuki: Are you willing to fall in love with a pervert, as long as she’s a cutie?","onc upon a time, cinderella left her panti in a boy’ locker… wait, what?! keiki kiryu receiv a mysteri love letter, that ha no name, but includ a pair of white undies. curiou to find thi panty-leaving-cinderella, hi investig lead him to discov that everi candid is… a total pervert! surround by pervers he still ha one import question to answer: who’ the perfect fit? itsukiimazaki comedi ecchi harem romanc fetish romant comedi school life base on a light novel 2019 miniseri lowrank",3.46
5827,Apache Yakyuugun,"after refus to join a profession basebal team, gou toujima becom a high school basebal coach in a small village. through baseball, he teach hi student the great of cooperation. kazuyamiyazaki sport basebal school life tournament base on a manga 1971 longseri lowrank",3.46
5828,Robotan (1986),no synopsi yet - check back soon! masaharuokuwaki comedi sci fi famili friendli robot base on a manga 1986 longseri lowrank,3.46
5830,Popolocrois Monogatari,"the young princ pietro of popolocroi and hi forest witch friend narcia are play one day when gamigami maou – the self-proclaim arch nemesi of pietro – initi a scheme to take over the kingdom. when hi plan to switch hi castl with that of popolocroi backfires, it creat an explos in the middl of the forest. amongst the debris, pietro and narcia stumbl across a young girl, though befor they can find out who she is, gamigami maou attack them! luckily, the power of the dragon blood within pietro save them and they are abl to restor the forest to it origin state befor return home. they later find out that the mysteri girl is name hyuu and she is one of the wind-kind, a race that die out mani year ago. with veri few memori of her previou life remaining, hyuu and pietro are determin to discov the truth behind the fate of hyuu’ people, and find a way for her to return to her own time. kouichimashimo adventur fantasi 1998 longseri lowrank",3.46
5832,Mama wa Shoukagu 4 Nensei,"natsumi mizuki is a fourth-grad student who is bound for england, much to her dismay. she ha one night alon until join her parent who are alreadi abroad, but when a babi materi out of her televis in the midst of a lightn storm, her plan quickli change! the baby, it seems, is her own child who wa mysteri transport into young natsumi life from fifteen year in the future; and no one, not even herself in the future, know how to return littl mirai to her proper time. her aunt want noth to do with child rais and natsumi ha plenti of her own problem to deal with as a fourth grader, but she must now attempt to rais a child, as a child, and keep mirai exist hidden from nosi neighbor and other alike! shujiiuchi comedi drama sci fi childcar origin work 1992 longseri lowrank",3.46
5833,IDOLiSH7: Mr.AFFECTiON,no synopsi yet - check back soon! idolish7 idol cg anim 2019 movi lowrank,3.46
5834,The Fate of Arad,no synopsi yet - check back soon! masahirohosoda action adventur fantasi chines anim base on a video game 2017 courseri lowrank,3.46
5835,Dagashi Kashi 2,second season of dagashi kashi. kotoyama comedi shounen slice of life countrysid food and beverag short episod base on a manga 2018 miniseri lowrank,3.46
5836,Dr. Slump,no synopsi yet - check back soon! akiratoriyama comedi sci fi shounen slapstick base on a manga 1997 longseri lowrank,3.46
5837,Kaibutsu-kun (1980),"kaibutsu-kun is a rambuncti princ of kaibutsu land. on the day of success to the throne, he is order to go to the world of human by the king of kaibutsu land for ascet training. kaibutsu-kun and hi attendants, dracula, wolfman, and franken, travel to the world of human and encount sever monster or human belong to the demon group led by demorina who tri to set the princ of demon back on track and take over the world. tomioyamauchi adventur comedi fantasi horror shounen parodi base on a manga 1980 longseri lowrank",3.46
5840,Dokidoki! Pretty Cure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,"one day, mana aida receiv a wed dress from her mother and grandmoth that they had worn in the past. while think about who she would wear thi besid someday, a mysteri man name marsh appears, and mana is thrown back into the past. she wa happi to see her grandmoth she love and her old dog mallow, but she then realiz that arisu and rikka arent there becaus memori have been altered. in order to save preciou memories, the future, dream and hope, mana transform into cure heart. naoyukiit magic girl henshin hero magic 2013 movi lowrank",3.46
5841,Fuusen Shoujo Temple-chan,"templ is a love littl girl who is more fond of music than anyth else. she happen to board a balloon one day, and is excit by her journey until she is caught in a sudden storm and is blown away from her parent and home. she is in tear until she meet a drummer boy name tam-tam accompani by anim friend who also play music instruments. join by these new friend who play music to keep up her spirits, templ set out to find her way home and she find love with the drummer boy. seitarohara adventur origin work 1977 longseri lowrank",3.46
5842,The Honor Student at Magic High School,"a centuri ha pass sinc magic--tru magic, the stuff of legends--ha return to the world. it is spring, the season of new beginnings, and a new class of student is about to begin their studi at the first nation magic univers affili high school, nickname: first high.\xa0a manga spin-off of the immens popularlight novel seri the irregular at magic high school, the honor student at magic high schoolfollow the event of the origin seri as seen through the eye of miyuki shiba, tatsuya sister. the life of an honor student come with a lot of expectations...and unexpect hidden feelings?! tsutomusat action drama romanc sci fi shounen brother complex magic magic school school life sibl supernatur base on a manga 2021 miniseri lowrank",3.46
5843,Lagrange: The Flower of Rin-ne,"as the sole member of a\xa0club dedic to help others, do-good madoka kyouno didnt hesit in help save a girl from drown one day. but littl did she know that she actual save an alien name lan, and that soon, madoka herself would be in the pilot of a giant mecha... tatsuosat action comedi drama ecchi mecha sci fi alien origin work 2012 miniseri lowrank",3.46
5845,Ikkyuu-san,"ikkyuu is a littl boy train to be a monk at ankokuji temple. known for be mischiev and a bit of a troublemaker, but also extrem smart, ikkyuu constantli think of new way to outwit hi frustrat teachers, help other at the same time. kimioyabuki adventur comedi buddhism histor religion 1975 longseri lowrank",3.46
5848,Cassette Girl,"20xx year, the world wa wrap in deep snow. in the world, the peopl of dim cold winter had been manag all [the media]. hiroyasukobayashi action ecchi mecha sci fi japan animator' exhibit short cg anim 2015 movi lowrank",3.46
5849,Absolute Duo,"after a traumat accid take hi love one, tooru kokono enrol koryo academy, a school where everi student ha a weapon that is their soul manifestation. fuel by hi desir for revenge, tor is dismay to discov hi soul is not a weapon…but a shield. atsushinakayama action ecchi fantasi harem romanc magic school school life base on a light novel 2015 miniseri lowrank",3.46
5850,Tsukiuta. The Animation,"six graviti and procellarum are two rival male idol group who happen to live in the\xa0sam dorm. six graviti is made up of young men who repres the month of\xa0decemb to may, while procellarum’ members\xa0repres june to november. follow\xa0th daili live of these twelv young men as they deal with the stress of idol-hood,\xa0school, and live together. itsuroukawasaki anthropomorph base on a song episod idol music showbiz 2016 miniseri lowrank",3.46
5851,Jungle Kurobee,no synopsi yet - check back soon! fujikof.fujio comedi base on a manga 1973 longseri lowrank,3.46
5853,Plunderer,"everi human inhabit the world of alcia is brand by a “count” or a number written on their body. depend on how each person live their life, thi count either goe up or down. for hina’ mother, her total drop to 0 and she’ pull into the abyss, never to be seen again. but her mother’ last word send hina on a quest to find a legendari hero from the wast war—th fabl ace! suuminazuki action adventur ecchi fantasi shounen base on a manga violenc 2020 courseri lowrank",3.46
5855,Appleseed,"after the third world war, the organ known as the gener manag control offic construct the citi of olympu – the onli place where chao and anarchi doesn’t hold sway. it seem unthink that terrorist are out to disrupt thi pristin society, but the threat becom veri real to swat offic deunan and briareo when their squad mate are kill dure a hostag situation. bent on catch the lone escap terrorist, they soon find themselv involv in a plot to undermin the whole exist of their olympus. masamuneshirow action sci fi seinen cyberpunk cyborg polic base on a manga 1988 movi lowrank",3.46
5856,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,no synopsi yet - check back soon! takashiyanas comedi fantasi anthropomorph famili friendli food protagonist non-human protagonist superpow 1995 movi lowrank,3.46
5857,Nine: Original,no synopsi yet - check back soon! mitsuruadachi shounen sport basebal base on a manga 1983 movi lowrank,3.46
5859,Space Adventure Cobra Movie,"after be presum dead for 2 years, cobra return after encount the beauti bounti hunter jane flower. the guild, the evil group that he fought with so long ago, want jane dead; and so cobra agre to help her. jane goal is to be reunit with her ident sisters, but cobra quickli learn that there is more go on than meet the eye. for starters, jane is appar from the planet miras, but that planet ha been dead for at least a century! can cobra, even with the aid of hi power psycho gun, get himself out of the troubl he ha gotten into? buichiterasawa action adventur ecchi sci fi shounen alien cyborg space pirat base on a manga 1982 movi lowrank",3.46
5860,Please Save My Earth,"remnant of a past life on the moon swirl in alic dream after she overhear two of her classmat talk about mutual dream they are having. band together, they set out in search of other who share these dreams, and for answers. all the while the press question is, do these memori of a past life determin the cours of the present? sakihiwatari drama sci fi shoujo age gap alien amnesia fate lover mind game non-human protagonist overpow main charact psychic power reincarn reveng superpow base on a manga bullying, emot abus 1993 ova lowrank",3.46
5864,Jin: Outer Science (2015),no synopsi yet - check back soon! jin vocaloid 2015 movi lowrank,3.46
5865,Futaridaka,"when taka sawatari and hi mother were head home after have dinner,they were attack by a motorcycl gang. they got save by a mysteri young man. the next day, sawatari learn that that young man wa a profession racer who ha the same first name, taka toujou. in a race, sawatari lose control when enter a curve, nearli kill toujou. after the event, the two becom rival as they compet against each other with their race skills. kaorushintani sport motorcycl race base on a manga 1984 longseri lowrank",3.46
5866,To Heart 2 AD Next,"komaki manaka daydream about classmat kono takaaki but is too shi to talk to boys. as takaaki-kun help her in the librari they resolv to have train session there, call each other by first name. when manaka address takaaki-kun outsid the library, hi buddi kosaka yuji overhear them and tell their classmat how close these two have become, caus a surpris effect on other girl around takaaki. junichisakata harem romanc librari base on an erog base on a visual novel 2010 ova lowrank",3.46
5867,Cyber City Oedo 808,"in the year 2808, crimin are no longer just wast space in prison cells. the cyber polic have turn to use these “patrons” by give them a choice. their sentence, or to work with them to catch other crimin and knock some year off their sentence. but get off easi isnt, as each crimin is fit with boobi trap collar that oper on a 24 hour cycle, stop onli if they captur their intend targets. as time run out on each case, someon head must roll... the targets, or their own! yoshiakikawajiri action sci fi cyberpunk high stake game noir origin work violenc 1990 ova lowrank",3.46
5868,Andersen Monogatari TV,adapt of numerous\xa0han christian andersen\xa0stories. hanschristianandersen fantasi famili friendli base on a novel 1971 longseri lowrank,3.46
5869,Hyouga Senshi Gaislugger,no synopsi yet - check back soon! noboruishiguro action mecha sci fi 1977 courseri lowrank,3.46
5870,BEM Movie: Become Human,no synopsi yet - check back soon! hiroshiikehata horror demon noir superhero supernatur youkai origin work 2020 movi lowrank,3.46
5873,MIYAVI: Afraid To Be Cool,no synopsi yet - check back soon! miyavi abstract music 2016 movi lowrank,3.46
5875,Be-Bop High School,"no synopsi yet - check back soon! kazuhirokiuchi comedi seinen delinqu hand to hand combat school life base on a manga matur themes, physic abuse, violenc 1990 ova lowrank",3.46
5876,Saekano: How to Raise a Boring Girlfriend: Fan Service of Love and Youth,"after six month of hard work, the high school doujin circl bless softwar ha almost complet it first game; but to finish, they need to take a few picturesqu background photos. so the gang make their way to a hot spring inn by the scenic mountain forest, where they can lose themselv between the tree and take advantag of the sultri open-air bath. tomoya, found member and the club onli male, is focus on the task at hand; but to get through thi trip in one piece, hell have to surviv the advanc of the play michiru, obsess utaha, aloof megumi, and hi childhood friend eriri! kantakamei comedi ecchi harem noitamina base on a light novel 2015 movi lowrank",3.46
5877,Pokemon Movie 4: Pokemon 4Ever,"forti year ago, a boy name yukinari save the deiti of the forest, celebi, from a pokemon poacher\ hands. however, celebi use it time travel abil in the scuffle, and transport both itself and yukinari to the present! ash, brock and misti find the duo and with the help of celebi, yukinari is soon on hi way back home - that is, until the sinist iron mask maraud arrives. he\ on a mission to captur celebi, and he ha a dark ball capabl of turn anyth it catch into evil. join the fray is team rocket, who also want to get their hand on celebi. an ultim showdown awaits, and the entir forest is at stake! kunihikoyuyama adventur fantasi shounen element power famili friendli forest monster base on a video game 2001 movi lowrank",3.46
5878,Ichigo 100% OVA,"with a host of busti beauti fall at hi feet, the unlik stud junpei, continu hi panti flash and grope misadventures. as the film club get togeth and plan for their movie, the girl find themselv in increasingli provoc posit – especi when a summer job lead to nishino, satsuki and misuzu be ogl in short and sexi outfits. meanwhile, junpei find himself in close proxim with tsukasa and yui as he tri to covertli hide in their all girls’ school, and accident discov the bondag club. thing get even more bizarr when everybodi start act strangely. \xa0there’ an unknown forc at work, and it ha someth to do with the delici strawberri panties! mizukikawashita comedi ecchi harem romanc shounen panti shot base on a manga 2005 ova lowrank",3.46
5879,Machikado no Meruhen,no synopsi yet - check back soon! mizuhonishikubo romanc music 1984 movi lowrank,3.46
5880,Asteroid in Love,"when she wa little, konohata mira promis a boy she meet at a campsit that they can find a galaxi together. when she enter high school, she join the astronomi club.\xa0but that year, the astronomi club happen to combin with the geolog club, make it the astrogeo club?!\xa0wont you find all kind of sparkl with the astrogeo girls? quro seinen astronomi school club school life base on a 4-koma manga base on a manga 2020 miniseri lowrank",3.46
5881,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,a recap episod of vivy: fluorit eye song. tappeinagatsuki action drama sci fi android non-human protagonist recap robot time travel origin work 2021 movi lowrank,3.46
5882,Battle Break,no synopsi yet - check back soon! shinjiushiro famili friendli proxi battl 2011 movi lowrank,3.46
5884,Shiratori Reiko de Gozaimasu!,"19-year old reiko is a rich, arrogant, materi girl, who refus to admit her feel for classmat tetsuya akimoto befor it almost too late. reiko pursu him to tokyo and enrol at hi univers in an attempt to win him back. mitsuruhongo comedi romanc base on a manga 1990 movi lowrank",3.46
5886,Ulysses 31,"it is the 31st century, and mankind ha taken to explor the stars. ulysses, captain of the spaceship odysseus, take hi son telemachu on a space journey for hi 12th birthday. when the children onboard the ship are kidnap by an alien race to be sacrif to a giant cyclops, ulyss rescu hi son and in turn anger the gods. hi interfer is punish sever – hi entir crew are left frozen in stasis, and hi ship’ computer, shirka, ha her memori eras so she can no longer plan a rout back to earth. cast into the depth of space, zeu command ulyss to find the realm of hade befor be allow to journey back home. along the way, the scant crew meet travel who have felt the wrath of the gods, and other who have been command to imped or even kill those onboard the odysseus. will ulyss ever make it home, or do the god have a much more twist plan in mind for the space explorer? tadaonagahama adventur sci fi greek mytholog outer space space opera 1981 longseri lowrank",3.46
5887,ŹOOĻ: Bang!Bang!Bang!,no synopsi yet - check back soon! źooļ danc idol 2019 movi lowrank,3.46
5888,Kuro no Sumika: Chronus,"makoto nakazono is a high school student with a small dark secret. sinc he wa little, he ha had the mysteri power to see black entiti that steal soul — the god of death known as fates. one day, he is suddenli interrog by one of the black entities, akira seno: will you get in our way?\xa0but makoto repli with an air of resignation, there\ noth i can do anyway, so i won\t. at that moment, makoto didn\t notic the threaten shadow approach hi childhood friend hazuki... naoyukionda drama anim tamago shinigami short supernatur origin work 2014 movi lowrank",3.46
5889,Lovely Movie: Lovely Muuuuuuuco! Specials,no synopsi yet - check back soon! takayukimizushina comedi seinen slice of life anim protagonist countrysid dog non-human protagonist pet base on a manga 2014 movi lowrank,3.46
5890,Gold Lightan: Golden Warrior,"when hiro taikai found a gold lighter near the river one day, he had no idea that it wa actual the golden warrior, gold lightan! abl to transform into a power giant robot, gold lightan is here to put a stop to the evil and insan robot king ibaruda, a sinist foe who intend to take over earth, and he need help to do so. after hiro and hi friend are nearli kill by a mechan minion of king ibaruda, the gang vow to help gold lightan’ team foil king iburada’ nefari plans. who will win thi battl for earth? kouichimashimo action mecha sci fi origin work 1981 longseri lowrank",3.45
5891,Baka and Test - Summon the Beasts Mini Anime,no synopsi yet - check back soon! shinoonuma comedi base on a light novel 2017 movi lowrank,3.45
5892,Hyper Police,"in a post-apocalypt future, mankind now live alongsid demons, spirit and other supernatur beings. everyon is interest in coexistence, but everi societi ha rotten apples. the bounti hunter group hyper polic doe it part to catch and contain criminals, and with employe such as the half-cat, half-human natsuki and batanen the werewolf, law-break better watch out. minorutachikawa action comedi sci fi shounen anim characterist bounti hunter non-human protagonist polic post-apocalypt base on a manga 1997 longseri lowrank",3.45
5894,Riding Bean,"ride bean is a one episod oav by the creator of gunsmith cats. it lead charat is bean bandit, aka, the roadbuster. bean oper as a contract driver; for good or for bad, if you have the money, he can do the job. thi time though, he been frame for kidnap the daughter of a wealthi businessman. good thing bean is bulletproof. kenichisonoda action seinen america car crimin gun kidnap noir base on a manga nudity, violenc 1989 movi lowrank",3.45
5895,Nui Nui Hinobori San Kyoudai,"the seri will center on the three hinobori brothers, who run a stuf toy shop call nui nui at the end of tokyo\ kappabashi shop street. the eldest brother kaed is the manager, the second son aoi is in charg of patterns, and the third son akan is in charg of displays. parakoshinohara comedi chibi short episod work life 2017 ova lowrank",3.45
5896,Cynical Hysterie Hour: Utakata no Uta,no synopsi yet - check back soon! kirikokubo comedi short base on a manga 1989 movi lowrank,3.45
5899,Bikkuriman 2000,no synopsi yet - check back soon! yasuyukinoda action adventur fantasi angel chibi demon non-human protagonist 1999 longseri lowrank,3.45
5901,Mafumafu: Sore wo Ai to Yobu dake,the offici music video for sore wo ai to yobu dake\xa0bi mafumafu. mafumafu gl shoujo-ai slice of life supernatur 2020 movi lowrank,3.45
5902,Notari Matsutaro,"a teenag school dropout find new mean in life when he discov sumo wrestling, head off to tokyo for the bright light and train with an age master of the sport. tetsuyachiba seinen sport hand to hand combat sumo wrestl wrestl base on a manga 1990 miniseri lowrank",3.45
5903,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,no synopsi yet - check back soon! takashiyanas comedi fantasi anthropomorph famili friendli food protagonist non-human protagonist superpow 1991 movi lowrank,3.45
5906,Guin Saga,"princess rinda and her brother remu are the foretold twin pearl of parro – one will be a shine prophet and the other a great ruler. however, when their homeland is lost to the invad mongaul armi and their parent slain dure the siege, rinda and remu are transport into rood forest, a danger hideout for ghouls. lost and vulnerable, the two bare escap death thank to the help of a power man with the head of a leopard call guin who cannot rememb who is or how he becam that way. togeth they journey across the land, evad monsters, fight the power-hungri mongaul army, and gather trust companion such as istavan spellsword and suni of the monkey-lik sem – all in the hope of fulfil their destini and final bring peac to parros. kaorukurimoto action adventur fantasi magic mediev royalti base on a light novel 2009 longseri lowrank",3.45
5907,7 Seeds,"natsu, arashi and a few dozen other had gone to bed like ani other night when they woke up... somewher else. in thi new post-apocalypt future,\xa0mut plant and anim lie in everi direct and mankind is long extinct.\xa0scientist of the past predict that a meteorit would strike earth and render the planet uninhabitable, so they devis a plan: they would cryogen freez five team of young adult and have them reviv by a comput when life is again sustainable. seven peopl form each team along with a guid special train to surviv in the wild, and seven cach of suppli were left to be found. together, the team must tri to surviv in a new and hostil world, inadvert find the other survivor and clue to their circumst along the way. yumitamura action adventur drama horror josei mysteri sci fi person in a strang world post-apocalypt psycholog surviv base on a manga anim abuse, matur themes, physic abuse, sexual abuse, violenc 2019 miniseri lowrank",3.45
5910,Pica-don,no synopsi yet - check back soon! renzokinoshita drama histor short world war 2 1979 movi lowrank,3.45
5911,Le Chevalier D'Eon,"deon is a french nobleman bent on serv hi divin majesti loui the xiv\xa0to the best of hi abilities, follow in the footstep of hi belov sister lia de beaumont. however, hi straight-forward role with the secret polic is interrupt by the sudden death of hi sister while on a diplomat mission in foreign lands. in hi desir to find the truth of her murder, he come befor the king and becom close entwin in the mysteri organ known as le secret du roi. he quickli find himself embroil in a realm of spiritu energi where death is a gate to greater power and the psalm of the king bring destruct in it wake. deon must ask himself what is the price of truth and who will pay it, as the french revolut loom inevit nearer. kazuhirofuruhashi 18th centuri bodi share europ franc french revolut histor polit swordplay base on a novel 2006 courseri lowrank",3.45
5912,Gyouten Ningen Batsealer,"jan zaru, with captain fatz and the seahors crew, travel around the world to collect the peac stone and restor the balanc of the elements. yoshihirotakamoto action adventur fantasi 2001 longseri lowrank",3.45
5913,Zombie-Loan Specials,no synopsi yet - check back soon! peach-pit action drama horror shounen supernatur base on a manga 2008 movi lowrank,3.45
5914,Hanaukyo Maid Team: La Verite,"after the death of hi mother, young taro hanaukyo ha no choic but to leav hi home and live with hi grandfather. along the way, however, taro is approach by hi grandfather’ person maid and told that he ha not onli left the mansion, but that he ha also declar taro the presid of the hanaukyo family. as the presid of such a prestigi family, our hero now ha mani challeng to face; from endless paperwork to even fend off the advanc of jihiy ryuuka, a woman after one thing: hi hand in marriage! morishig comedi ecchi harem shounen maid mansion base on a manga nuditi 2004 miniseri lowrank",3.45
5915,Kaiketsu Zorori,"zorori the fox is on a quest to becom a notori villain, famou for hi mischief! along with the twin boar bandit ishishi and noshishi, zorori travel from town to town, alway on the prowl for adventure. from save babi to rescu damsel in distress, there noth zorori cant accident help with! join zorori as he build a reput and work toward make hi late mother proud. hiroshinishikiori adventur comedi anim protagonist anthropomorph famili friendli non-human protagonist pig base on a pictur book 2004 longseri lowrank",3.45
5916,Captain Tsubasa: Saikyou no Teki! Holland Youth,"the last captain tsubasa movi is about the match between japan and holland. after the japanes team lost two game against thi appar suprem opponent, their confid is at it lowest point and even hyuga, have a hurt leg, is desperate. thu the manag tri everyth to convinc wakabayashi (live in germany) and tsubasa (live in brazil) to come to holland and to help them. yoichitakahashi shounen sport soccer base on a manga 1995 movi lowrank",3.45
5917,Cardcaptor Sakura: Clear Card-hen Recap,"sakura had manag to captur all of the clow card which could bring disast to the world and turn them into her own sakura cards. now it’ spring. with cherri tree in full blossom, sakura is just enter middl school. her belov syaoran ha return from hong kong, and sakura wa thrill to be go to school with him again. but one night, someth strang happen to her cards... on top of that, strang thing keep happen in tomoeda. guid by the key she encount in her dream, sakura start collect card again. and then, a new girl transfer into her class... clamp fantasi magic girl shoujo contemporari fantasi henshin hero magic recap urban fantasi base on a manga 2018 movi lowrank",3.45
5918,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,"one day, zorori is nap in a lush field with hi companion noshishi and ishishi, when a young man in a hurri rude awaken him from hi slumber. after save the boy from the infam pirat tiger, zorori discov that the one he save is actually... a woman! her name is tail, and she on a search for a legendari treasure. of course, zorori cant help but assist her on her quest in hope of gain some of the treasure, and mayb even a wife! however, our hero will not find what they seek easily, for tiger ha enlist the help of the scientist madi to build a mechan creation capabl of bring down zorori for good! hajimekamegaki adventur comedi anim protagonist anthropomorph famili friendli non-human protagonist base on a pictur book 2006 movi lowrank",3.45
5919,Doraemon Movie 14: Nobita's Tin-Plate Labyrinth,"nobita dad stumbl upon a strang advertis of a fantast resort on televis at midnight. sleepi as he was, he made a reserv even though he didnt even realiz he wa talk to the advertisement. the next day he discuss with the famili their holiday plans, onli to realiz he could not find the place anywher on earth. all of a sudden though, there wa a suitcas in nobita room and intrigu as he was, he open it onli to find a portal to a beauti resort manag by tin robots. better still, it absolut free. however, it seem that there is a hidden agenda behind the person who invit them there. hiroshifujimoto sci fi shounen cat famili friendli non-human protagonist robot base on a manga 1993 movi lowrank",3.45
5920,DECO*27: Psychogram,no synopsi yet - check back soon! deco*27 vocaloid 2019 movi lowrank,3.45
5922,Sengoku Basara: End of Judgement,"dure the turbul period of war states, numer feudal lord sought to rule the land of the rise sun. with nobunaga defeated, hideyoshi lead a brutal campaign to wipe out the remain combatants. hi ambit were crushed, however, when he wa betray by the idealist tokugawa ieyasu. ieyasu rebellion mark the start of a new conflict that would put old and new allianc to the test as hideyoshi loyal follow began plot their revenge, and the other remain lord prepar their armi for the showdown at sekigahara. takashisano action feudal japan histor samurai swordplay base on a video game violenc 2014 miniseri lowrank",3.45
5923,Nagasaki 1945: Angelus no Kane,"august 1945. in a convert theolog seminari on the outskirt of nagasaki, a young doctor work to help hi patients, as unsettl news come of a new weapon use by the american on the citi of hiroshima. when the second nuclear weapon is drop on nagasaki, the hospit staff must work to save live in the midst of the concentr circl of death that their citi ha become. seijiarihara drama histor world war 2 2005 movi lowrank",3.45
5924,Kyousougiga (2012),no synopsi yet - check back soon! riematsumoto action comedi fantasi episod supernatur origin work 2012 ova lowrank,3.45
5925,Doraemon (1979),"nobita is dumb, lazy, and slow, and as a result of hi lack of motivation, ani futur gener in hi bloodlin are curs with poverty! therefore, to help him in hi path to succeed, hi great-great-great-great grandson visit him from the 22nd centuri to give him a gift: a blue mechan cat name doraemon who ha a 4th-dimension pocket full of strang gadgets. unfortunately, doraemon talent are inevit misus for such thing as peeping, practic jokes, and gener tomfoolery. can nobita save hi successors, or is he doom to stay a loser forever? hiroshifujimoto comedi shounen cat famili friendli non-human protagonist robot short episod base on a manga 1979 longseri lowrank",3.45
5926,Chiaki Maruyama: Boukentai - Mori no Yuusha,no synopsi yet - check back soon! yoshitoshishinomiya adventur forest 2020 movi lowrank,3.45
5928,Wansa-kun,no synopsi yet - check back soon! yoshinobunishizaki comedi anim protagonist dog famili friendli non-human protagonist base on a manga 1973 longseri lowrank,3.45
5929,Gakkou no Yuurei,no synopsi yet - check back soon! noriokashima horror 1995 ova lowrank,3.45
5930,Crush Gear Turbo The Movie - Kaiservern's Ultimate Challenge,"the veri first gear ever made in the world is stolen. the gear, named\xa0kaiservern, beat the prize winner of the australia convent one after another. kouya and manganji, who won a prize in the asia convention, becom target too. when the unidentifi gear fighter who handl kaiservern appear in front of kouya and manganji, the two boy decid to fight togeth to win a victori over their enemy. nobuhirokond sport famili friendli 2002 movi lowrank",3.45
5931,Anne-Happy,"a group of pitiabl girl live their day with energi and cheer in thi encourag school comedy. all the student of tennogofun academy\ class 1-7 seem to be plagu by bad karma, or misfortune. hanakoizumi an the unlucky, hibarigaoka ruri of the tragic love stories, kumegawa botan with her perpetu poor health, hagyuu hibiki with her bad sens of direction, and ekoda ren with constant women troubl have just join the class, and they\r all do their best to live their high school live as happili as they can... cotoji comedi seinen all-girl school school life base on a manga 2016 miniseri lowrank",3.45
5932,Masamune Datenicle,"when date\xa0masamune\xa0pray at a shrine connect with hi clan for victori in hi first battle, he receiv a magic jewel from a dragon deity. the jewel resurrect 16 former date clan head with whom young masamun fight for the futur of hi family. yoshinoriasao action fantasi feudal japan histor origin work 2016 ova lowrank",3.45
