Rank,Name,Tags,Rating
3793,Peace Maker Kurogane,"peac maker kurogan take place in kyoto in the late 19th century, dure the height of the conflict between the shinsengumi, a shogun polic force, and it enemy, an anti-govern faction call the choshu. thi tale follow a young boy name ichimura tetsunosuk who is desper to join the shinsengumi and aveng hi parent death by the hand of the choshu. but in the midst of the bloodshed, will he be strong enough to survive? nanaechrono shounen 19th centuri feudal japan histor reveng samurai base on a manga 2003 courseri midrank",3.6
3794,Stratos 4 Advance: Kanketsu-hen,"mikaz and her 3 friend are promot to instructor positions. meanwhil more comet are on their way to earth and the mysteri behind the rift in the cosmic emerg manag agenc as well as the alien parasit begin to unravel. a shortag in pilot at the base call for some drastic measures, and co-ordin teamwork on everyon part. in addition, miharu ha escap from her captiv and everyon scrambl to find her and determin her intentions. takeshimori sci fi aviat militari origin work 2006 ova midrank",3.59
3795,Room Camp,"the outdoor activ club, aka, the outclub ha 3 members. in the countrysid of yamanashi prefecture, there’ a high school name motosu high school. go even further to one of the school build and you’ll find a veri laid-back outdoor club that use one corner of the classroom as their club room. kagamihara nadeshiko final want to kill some time in their club room, but then ohgaki chiaki and inuyama aoi suddenli announc that they’r all go on a trip. the girl enjoy the variou local treat as they travel around, but where in the world is the end destin for thi trip?! afro adventur seinen slice of life school club short episod the great outdoor base on a manga 2020 miniseri midrank",3.59
3796,ACCA: 13-Territory Inspection Dept. - Regards,no synopsi yet - check back soon! natsumeono drama seinen militari polic base on a manga 2020 movi midrank,3.59
3798,Infinite Ryvius,"in 2137 ad, the sun releas a massiv flare across the solar system, creat the geduld, a dens field of plasma and debris. in the midst of a routin descent into the geduld upper layers, the train ship lieb delta is crippl by a terrorist attack, kill the trainer and command crew - and expos the vessel’ militari secrets, which may hold the survivors’ onli hope. with nowher to hide from their darkest fears, the young traine must work togeth to navig the ravag of a solar system fill with mysterious, power foes. yet, as the ship is forc into greater isol and it inhabit becom increasingli desperate, they must struggl to surviv against not onli the forc that pursu them relentlessly... but also each other. goroutaniguchi drama sci fi outer space psycholog surviv origin work 1999 longseri midrank",3.59
3799,Hidamari no Ki,"in the mid 1800s, prior to the fall of the tokugawa shogunate, two men lead veri differ live in the citi of edo. ibuya manjiro is a would-b samurai who refus to back down from a fight, and ryoan tezuka is the son of a well-known doctor and student of western medicine. both are look down upon by member of the commun – ibuya for hi heroic behavior that make hi dojo look bad, and ryoan for follow a form of medicin that japan, as a whole, shuns. though the two are on veri differ paths, their live inevit cross in romance, time of need, and the chang of history... osamutezuka seinen 19th centuri feudal japan histor samurai base on a manga 2000 longseri midrank",3.59
3801,Jin: Yobanashi Deceive,no synopsi yet - check back soon! jin no dialogu vocaloid 2013 movi midrank,3.59
3802,Kira Kira Happy Hirake! Cocotama,"the new seri will focu on a new protagonist name haruka hoshinogawa, and a cocotama god born from her preciou ribbon. norionitta fantasi famili friendli 2018 longseri midrank",3.59
3803,Tower of Druaga: The Aegis of Uruk: Jil no Bouken,no synopsi yet - check back soon! hitoshisakimoto action adventur comedi fantasi mediev rpg base on a video game 2008 movi midrank,3.59
3804,Thundercats,"a betrayal. a reluct leader. a journey like no other.\xa0evil mumm-ra\ attack on the citi of thundera destroy the cat civilization, leav onli a band of survivor - tygra, panthro, snarf, cheetara, wili kit and wili kat - and young princ lion-o, the surviv ruler of hi people. as the threat of mumm-ra ring in their ears, these determin cat know what they must do: find the book of omens, which hold the key to their future. use hi power sword of omen to achiev sight beyond sight, lion-o guid hi friend across the lands, face viciou foe and make new allies. yasuhirogeshi action adventur fantasi non-human protagonist base on a cartoon 2011 longseri midrank",3.59
3807,Chinpui: Eri-sama Katsudou Daishashin,no synopsi yet - check back soon! mitsuruhongo comedi alien supernatur base on a manga 1990 movi midrank,3.59
3808,Neo Angelique Abyss: Second Age,"six month have pass sinc rayne, hyuga, angeliqu and jade were betray by nyx and watch both him and their mansion burn to the ground. arcadia is now in ruin, thanato is grow stronger, and the aub hunter - who have been miss for some time - are now seen as scapegoat for the destruct of the land. with time run out, arcadia onli hope lie with the now-scorn aub hunter and angelique, the onli person capabl of save the land from darkness... shinkatagai fantasi revers harem romanc shoujo base on an otom game base on a visual novel 2008 miniseri midrank",3.59
3809,Kimi ni Todoke - From Me To You 2nd Season: A Crush,"it’ nearli valentine’ day, and kurumi is sit alon in a café reminisc about her unrequit love. ever sinc a quiet encount in an empti classroom while they were in middl school, kurumi ha secretli love kazehaya, even go so far as to purpos enrol in the same high school as him. despit be in differ classes, the young girl ensur they keep in contact, in the hope that one day he will return her feelings. however, it soon becom clear that she ha competit for the popular boy’ affect in the form of timid and naïv sawako, and kurumi will concoct ani scheme possibl to tri and keep them apart... karuhoshiina comedi romanc shoujo recap school life valentine' day base on a manga 2011 movi midrank",3.59
3810,Kirarin Revolution,"dure a sunni afternoon, kirarin spot a helpless turtl stuck in a tree. although kirarin mind is alway preoccupi with food, she doesnt think twice befor save it; and after the success rescue, she meet up with the turtl owner who happen to be a cutie! the guy name is seiji and he is actual a famou star! unfortunately, seiji best friend and partner, hiroto, intrud on her fantasi claim that shed never reach the level of seiji, and that she should stay away from him. hiroto word dont deter her, however; and instead, kirarin decid to be with seiji by enter the idol world! however, becom an idol isnt all fun and games, it fierc competition, hard work, and fill with rivals! annakahara comedi romanc shoujo idol love triangl showbiz base on a manga 2006 longseri midrank",3.59
3811,Paulette's Chair,no synopsi yet - check back soon! hiroyasuishida comedi come of age no dialogu noitamina short supernatur origin work 2014 movi midrank,3.59
3813,Run Melos!,"in the year 360 bc, when melo left syracuse, all he wa after wa a ceremoni sword for hi sister wedding. onc there, however, he receiv much more than he bargain for: a charg of treason against the king, and an execut date in 3 days. want onli to return to the villag to see the wedding, the aloof melo thu accept a deal: hi friend celin would take hi place and be execut if melo did not return in time. now, with onli 3 day and countless obstacl in hi way, he must run with all hi might to return and save the life of hi nobl friend befor he is executed... masaakioosumi adventur drama europ histor itali melancholi base on a novel 1992 movi midrank",3.59
3815,Gatchaman Crowds,"the gatchaman are a group of superhero fighter rumor to exist in urban legends, blurri pictur and second-hand hearsay. teenag hajim ichinos ha heard the gossip, but she never imagin her love of stationeri would make her a candid to be a gatchaman… as their suit are empow by cosmic notebooks! hajim team up with the stern sugan tachibana, aloof jou hibiki and other beacon of justic - but the gatchaman are not thi world’ onli heroes, as galax, a social media app, let anyon use their uniqu skill to assist in a crisis! stranger and newfound friend must now band togeth to stop berg katze, a mysteri alien who threaten the world with death and destruction. kenjinakamura action sci fi alien polit social media superpow origin work 2013 miniseri midrank",3.59
